치킨|13759034in|듀오치킨 노원구점|010-1897-7437|인천시|노원구|대치 2동|거절|null
치킨|49471144281|페리카나치킨 동대문구점|010-1294-0920|대전시|동대문구|일원 1동|거절|null
한식|028779986je|지수네한식 광진구점|010-1277-5238|대전시|광진구|논현 2동|거절|null
치킨|59188308690|BHC치킨 송파구점|010-6107-0739|서울시|송파구|일원 2동|대기|null
일식|176073829535|감동일식 중구점|010-9078-3979|부산시|중구|대치 1동|거절|null
치킨|280049920258|BBQ치킨 영등포구점|010-2263-2551|울산시|영등포구|일원 2동|대기|null
한식|7509857454f|전주한식 영등포구점|010-5577-7701|대구시|영등포구|개포 1동|거절|null
피자|09530454lvjj|올리브피자 동작구점|010-4496-1197|대구시|동작구|일원 본동|거절|null
일식|286231686u|호니도니일식 성동구점|010-8141-7026|서울시|성동구|논현 1동|거절|null
한식|4609114820q|전주한식 마포구점|010-2656-9103|인천시|마포구|삼성 2동|대기|null
치킨|5745900458d|맛나닭치킨 관악구점|010-6615-7385|서울시|관악구|삼성 2동|거절|null
중식|894708708s|왕짜장중식 중랑구점|010-2390-9107|서울시|중랑구|개포 4동|대기|null
중식|4025526531d|산동중식 용산구점|010-2962-5576|광주시|용산구|일원 1동|대기|null
피자|776920391533|붐바타피자 강북구점|010-5349-9124|인천시|강북구|역삼 1동|대기|null
중식|820596054171|명가손중식 구로구점|010-7715-4061|광주시|구로구|논현 2동|대기|null
피자|1541787182u|임실피자 도봉구점|010-9660-0706|대전시|도봉구|청담동|대기|null
피자|638606811716|붐바타피자 중랑구점|010-4160-6934|대구시|중랑구|개포 4동|거절|null
중식|699270383ke|산동중식 강서구점|010-7155-5823|대전시|강서구|도곡 2동|거절|null
치킨|297421677304|듀오치킨 종로구점|010-0100-6831|대구시|종로구|일원 2동|대기|null
한식|983968906odo|착한한식 서초구점|010-4027-2431|광주시|서초구|대치 1동|대기|null
피자|6695497546yy|도드람피자 광진구점|010-9605-3623|부산시|광진구|대치 2동|거절|null
한식|77024561vub|하늘한식 성동구점|010-6669-9685|서울시|성동구|개포 4동|대기|null
일식|938356031rf|더미스일식 은평구점|010-0410-6164|인천시|은평구|역삼 2동|거절|null
피자|11726943qr|파파존스피자 성북구점|010-1837-1258|울산시|성북구|개포 1동|대기|null
한식|48879088rn|지수네한식 중랑구점|010-3943-8719|서울시|중랑구|개포 2동|거절|null
피자|416631455so|붐바타피자 중구점|010-0135-0594|대구시|중구|청담동|거절|null
중식|8141909237s|효동각중식 마포구점|010-4712-2883|울산시|마포구|삼성 2동|대기|null
한식|84478556375|천호동한식 마포구점|010-3966-7901|인천시|마포구|도곡 2동|거절|null
치킨|34263260115h|굽네치킨 노원구점|010-5117-3677|인천시|노원구|대치 1동|대기|null
한식|468927490495|별난한식 송파구점|010-3947-2268|울산시|송파구|대치 3동|대기|null
피자|39996896303|올리브피자 강북구점|010-8667-0360|대전시|강북구|개포 2동|대기|null
치킨|493209083nt|또봉이치킨 중구점|010-7337-5153|서울시|중구|역삼 2동|거절|null
중식|34240914150|백두산중식 노원구점|010-8916-4036|부산시|노원구|일원 본동|대기|null
피자|61109938xal|올리브피자 관악구점|010-2320-5565|인천시|관악구|대치 1동|거절|null
일식|799186423409|호니도니일식 중랑구점|010-7457-7265|서울시|중랑구|역삼 2동|거절|null
치킨|82492688ersm|처갓집치킨 중랑구점|010-2504-1865|대전시|중랑구|논현 2동|거절|null
일식|1963808611h|감동일식 종로구점|010-8680-9988|광주시|종로구|삼성 1동|거절|null
한식|81747887807m|전주한식 광진구점|010-1074-6147|광주시|광진구|대치 1동|거절|null
치킨|5622638493|페리카나치킨 성동구점|010-6362-1497|대전시|성동구|삼성 1동|거절|null
일식|0328356693vb|호니도니일식 중구점|010-0817-8389|인천시|중구|일원 2동|거절|null
일식|590003050239|야스시일식 도봉구점|010-2225-5293|부산시|도봉구|개포 2동|거절|null
중식|72010081yqr|효동각중식 서초구점|010-8853-9072|대전시|서초구|삼성 2동|거절|null
일식|60171035lh|카츠젠일식 광진구점|010-8960-4527|대전시|광진구|삼성 1동|거절|null
피자|743842732gnv|영구스피자 종로구점|010-7707-6083|대전시|종로구|도곡 2동|거절|null
중식|513407472978|아재중식 성북구점|010-5792-8676|광주시|성북구|대치 2동|대기|null
한식|48711596048|양평한식 동대문구점|010-2290-0843|부산시|동대문구|대치 4동|거절|null
치킨|047142395lq|페리카나치킨 은평구점|010-3924-8801|인천시|은평구|개포 4동|대기|null
중식|9087855858j|만다린중식 중랑구점|010-9534-5952|대구시|중랑구|일원 1동|대기|null
한식|2417977622ds|착한한식 강동구점|010-6637-3108|울산시|강동구|대치 3동|거절|null
일식|425996532xoe|사월의일식 마포구점|010-4036-3996|서울시|마포구|개포 2동|거절|null
피자|325889023934|도드람피자 양천구점|010-1649-9168|대전시|양천구|도곡 2동|거절|null
치킨|73853131qjxy|호식이치킨 구로구점|010-9132-6267|대전시|구로구|대치 1동|대기|null
한식|3611162465|하늘한식 구로구점|010-3660-2153|울산시|구로구|역삼 1동|거절|null
한식|43911983ibkh|지수네한식 성동구점|010-6577-8992|인천시|성동구|대치 3동|거절|null
일식|92652273pnk|카츠젠일식 노원구점|010-3931-2622|대구시|노원구|대치 1동|대기|null
한식|5231627466|별난한식 동작구점|010-7203-1858|대구시|동작구|역삼 1동|거절|null
한식|55351336161|영칼로리한식 금천구점|010-6881-9055|대구시|금천구|역삼 1동|대기|null
한식|7195850194|하늘한식 양천구점|010-7573-0138|광주시|양천구|삼성 1동|대기|null
치킨|702893597323|굽네치킨 양천구점|010-3540-6754|인천시|양천구|일원 2동|거절|null
피자|13540394zo|영구스피자 서초구점|010-1505-0138|광주시|서초구|삼성 1동|거절|null
한식|718783087194|행운한식 영등포구점|010-1480-7045|부산시|영등포구|삼성 2동|대기|null
한식|085021584y|천호동한식 광진구점|010-8759-4936|서울시|광진구|역삼 1동|거절|null
치킨|7560530004fe|처갓집치킨 은평구점|010-9316-4461|울산시|은평구|논현 2동|대기|null
피자|9209235243fo|도미노피자 관악구점|010-2398-3712|대구시|관악구|도곡 1동|대기|null
치킨|6150578715y|듀오치킨 중구점|010-5952-2376|대전시|중구|개포 4동|거절|null
중식|33682446kfv|유성중식 중구점|010-0390-9449|인천시|중구|대치 4동|거절|null
치킨|697691923071|BHC치킨 서초구점|010-7042-3727|광주시|서초구|개포 4동|거절|null
중식|42654277rb|아재중식 금천구점|010-9515-9004|대전시|금천구|대치 3동|거절|null
중식|06555061643r|아재중식 성동구점|010-4466-4920|서울시|성동구|삼성 2동|대기|null
일식|6451671783c|호니도니일식 도봉구점|010-8654-3835|광주시|도봉구|대치 4동|거절|null
한식|362537874138|양평한식 강동구점|010-2453-8681|광주시|강동구|논현 1동|거절|null
중식|328983724100|유성중식 종로구점|010-9452-2698|대구시|종로구|삼성 1동|거절|null
중식|183957208900|유성중식 관악구점|010-8079-9272|서울시|관악구|일원 1동|대기|null
치킨|8359750768q|BHC치킨 중구점|010-6083-6512|인천시|중구|도곡 1동|대기|null
중식|5763283329|만다린중식 동작구점|010-9561-6397|대구시|동작구|삼성 2동|거절|null
일식|61336990usn|몽키스일식 강북구점|010-5557-6203|대전시|강북구|청담동|대기|null
피자|435382554fdv|도드람피자 광진구점|010-0552-7053|인천시|광진구|대치 1동|대기|null
피자|36525590okhv|붐바타피자 영등포구점|010-6468-0614|울산시|영등포구|삼성 1동|거절|null
한식|80048150232|천호동한식 성동구점|010-1408-4057|부산시|성동구|역삼 2동|대기|null
한식|5793449904c|착한한식 성동구점|010-3352-4406|서울시|성동구|대치 2동|거절|null
치킨|56417107sug|페리카나치킨 영등포구점|010-1929-9411|부산시|영등포구|대치 1동|대기|null
한식|19307633063p|착한한식 관악구점|010-1351-8505|대전시|관악구|대치 3동|거절|null
한식|736491398n|전주한식 마포구점|010-4435-4035|대전시|마포구|개포 2동|대기|null
피자|42753735113|도드람피자 서초구점|010-5412-4159|부산시|서초구|개포 4동|대기|null
한식|42577366773|영칼로리한식 광진구점|010-2944-2973|인천시|광진구|삼성 1동|거절|null
일식|94116929637h|더미스일식 마포구점|010-1222-5319|광주시|마포구|청담동|대기|null
중식|89194377685|맛있는중식 광진구점|010-7677-4901|대구시|광진구|대치 3동|거절|null
일식|90063196dbd|참치로일식 도봉구점|010-6536-2015|대전시|도봉구|개포 1동|대기|null
중식|92165608mxtl|만다린중식 영등포구점|010-2218-4165|서울시|영등포구|청담동|대기|null
일식|244231321kcs|야스시일식 성북구점|010-2060-8181|대구시|성북구|개포 2동|거절|null
일식|5929241870b|코바코일식 양천구점|010-1482-3473|울산시|양천구|일원 본동|거절|null
중식|64005941ecek|아재중식 마포구점|010-1428-5968|대구시|마포구|도곡 1동|거절|null
중식|973986962293|용문각중식 송파구점|010-5359-7571|대전시|송파구|도곡 1동|대기|null
일식|84614192emw|코바코일식 종로구점|010-6814-1740|부산시|종로구|도곡 1동|대기|null
치킨|79473388572|네네치킨 종로구점|010-4796-7970|서울시|종로구|일원 본동|대기|null
피자|493919302606|도미노피자 강동구점|010-5643-1583|인천시|강동구|역삼 1동|대기|null
치킨|93828063ey|처갓집치킨 서대문구점|010-5959-5099|광주시|서대문구|개포 1동|거절|null
중식|638520014697|유성중식 서대문구점|010-8504-8421|부산시|서대문구|일원 1동|거절|null
한식|25204959469c|항아리한식 서초구점|010-5585-4761|광주시|서초구|역삼 2동|대기|null
중식|62755913knxt|아재중식 서초구점|010-9557-2905|서울시|서초구|청담동|거절|null
피자|26033460uexz|파파존스피자 용산구점|010-7659-8811|대구시|용산구|도곡 2동|대기|null
중식|6969707397|명가손중식 영등포구점|010-3470-5974|부산시|영등포구|삼성 2동|대기|null
중식|278747722n|만다린중식 중구점|010-5874-3056|울산시|중구|역삼 1동|대기|null
피자|201443027470|올리브피자 성북구점|010-7018-5560|대전시|성북구|역삼 2동|거절|null
한식|082852859218|착한한식 강동구점|010-6043-5003|서울시|강동구|일원 1동|거절|null
한식|32234859906q|양평한식 성북구점|010-0204-3843|울산시|성북구|논현 2동|대기|null
일식|31435961072|석촌일식 용산구점|010-0382-8113|서울시|용산구|도곡 1동|대기|null
한식|8608111626qx|양평한식 종로구점|010-4003-2157|대전시|종로구|논현 2동|거절|null
한식|8549220759km|천호동한식 금천구점|010-1037-6484|광주시|금천구|논현 1동|대기|null
일식|633379145724|참치로일식 중구점|010-1749-0791|인천시|중구|대치 2동|대기|null
중식|9736044827s|왕짜장중식 성동구점|010-7035-5170|울산시|성동구|청담동|대기|null
중식|638347145673|명가손중식 노원구점|010-5235-7584|인천시|노원구|개포 1동|거절|null
피자|6342162343o|도미노피자 중랑구점|010-7937-3267|대전시|중랑구|논현 2동|대기|null
중식|04591918701|효동각중식 성북구점|010-7874-6094|대전시|성북구|논현 2동|대기|null
피자|83248475llgh|뽕뜨락피자 용산구점|010-3509-5205|광주시|용산구|역삼 1동|거절|null
한식|623536344vfb|천호동한식 송파구점|010-4864-0953|광주시|송파구|역삼 2동|대기|null
한식|8794288748|양평한식 양천구점|010-4001-7608|울산시|양천구|일원 본동|거절|null
피자|069599520n|김상식피자 강동구점|010-7707-4597|서울시|강동구|논현 2동|거절|null
한식|534106530x|영칼로리한식 금천구점|010-9771-8262|부산시|금천구|일원 2동|대기|null
한식|687961454276|착한한식 동작구점|010-4616-2911|부산시|동작구|삼성 1동|대기|null
치킨|592563280p|페리카나치킨 금천구점|010-7999-0261|서울시|금천구|논현 1동|거절|null
피자|178074085215|임실피자 동작구점|010-3582-2547|광주시|동작구|일원 2동|거절|null
일식|644014297uvx|몽키스일식 강동구점|010-5514-0902|인천시|강동구|논현 2동|대기|null
한식|085479396824|행운한식 강북구점|010-6364-1113|광주시|강북구|일원 2동|거절|null
피자|61770970841|영구스피자 강남구점|010-9963-7480|광주시|강남구|일원 본동|거절|null
피자|6659585738|59쌀피자 관악구점|010-6044-2318|울산시|관악구|청담동|거절|null
피자|60088387773|파파존스피자 금천구점|010-8084-6596|부산시|금천구|도곡 2동|대기|null
피자|803233603dyg|임실피자 양천구점|010-0874-5241|인천시|양천구|도곡 1동|대기|null
피자|7607656333kn|남자피자 관악구점|010-4664-0461|대전시|관악구|개포 2동|대기|null
중식|211093068wb|왕짜장중식 성북구점|010-8330-5767|대전시|성북구|대치 2동|거절|null
한식|15214497826|전주한식 도봉구점|010-7547-8686|대구시|도봉구|청담동|대기|null
중식|87715646721|효동각중식 성동구점|010-1928-1932|인천시|성동구|청담동|대기|null
일식|822015481685|더미스일식 노원구점|010-6187-7694|대전시|노원구|도곡 1동|대기|null
중식|515258216486|만다린중식 관악구점|010-0079-7842|대구시|관악구|도곡 2동|거절|null
피자|584029688918|임실피자 강서구점|010-8085-0002|울산시|강서구|논현 2동|대기|null
피자|780362448zd|김상식피자 강북구점|010-0645-5253|인천시|강북구|도곡 2동|대기|null
일식|02766129026|감동일식 서초구점|010-8865-1892|대구시|서초구|역삼 2동|대기|null
피자|2563622948yf|영구스피자 성북구점|010-8454-0726|대구시|성북구|대치 3동|대기|null
피자|4749470075|파파존스피자 서대문구점|010-2323-9356|인천시|서대문구|삼성 1동|거절|null
치킨|96022225153|또봉이치킨 강북구점|010-5876-0878|부산시|강북구|일원 2동|거절|null
중식|75169028388|만다린중식 용산구점|010-8859-2401|부산시|용산구|대치 2동|대기|null
중식|422575289p|맛있는중식 중구점|010-2938-9055|광주시|중구|삼성 2동|거절|null
중식|781317468y|맛있는중식 종로구점|010-1958-1148|인천시|종로구|대치 1동|거절|null
한식|359158154710|착한한식 동대문구점|010-9077-4114|대구시|동대문구|삼성 2동|거절|null
한식|460768048nxr|하늘한식 용산구점|010-0248-2442|대전시|용산구|개포 4동|대기|null
피자|83915451082|파파존스피자 강동구점|010-4813-8088|광주시|강동구|대치 2동|대기|null
일식|824284134758|카츠젠일식 양천구점|010-0648-6190|대구시|양천구|일원 1동|거절|null
피자|58305033xzbu|붐바타피자 동작구점|010-1784-7249|대전시|동작구|청담동|거절|null
일식|07186494uuul|참치로일식 도봉구점|010-6132-1182|대구시|도봉구|삼성 1동|대기|null
피자|348602381oge|도드람피자 구로구점|010-1012-5934|인천시|구로구|논현 1동|거절|null
피자|77933041285|붐바타피자 중구점|010-4897-2629|울산시|중구|일원 본동|대기|null
중식|7639488198r|왕짜장중식 송파구점|010-7329-1599|인천시|송파구|일원 2동|거절|null
한식|2821684933|행운한식 용산구점|010-6644-5185|부산시|용산구|청담동|거절|null
중식|693264899983|아재중식 영등포구점|010-0043-0379|대구시|영등포구|일원 2동|거절|null
한식|05596461jmam|양평한식 관악구점|010-4822-2075|울산시|관악구|논현 1동|대기|null
피자|585205906eai|59쌀피자 종로구점|010-2143-0130|울산시|종로구|청담동|대기|null
중식|85919017851|백두산중식 중랑구점|010-6284-9954|대구시|중랑구|도곡 1동|대기|null
한식|295933141u|하늘한식 강북구점|010-3126-0110|광주시|강북구|역삼 2동|대기|null
한식|534316484194|천호동한식 서대문구점|010-7461-5685|대구시|서대문구|논현 1동|대기|null
치킨|612033508pfr|굽네치킨 성북구점|010-5181-9090|대전시|성북구|개포 1동|거절|null
일식|647327970376|몽키스일식 금천구점|010-2280-4346|대구시|금천구|삼성 2동|거절|null
치킨|9431679351|교촌치킨 금천구점|010-7457-9541|서울시|금천구|역삼 2동|거절|null
한식|11119614oni|천호동한식 성동구점|010-3310-2888|서울시|성동구|대치 4동|대기|null
중식|025116089mr|맛있는중식 서초구점|010-0601-0017|대구시|서초구|역삼 2동|대기|null
피자|46815433oraa|도드람피자 용산구점|010-0325-9445|대전시|용산구|논현 1동|거절|null
치킨|07552605go|맛나닭치킨 노원구점|010-1639-9290|광주시|노원구|대치 4동|거절|null
피자|07842980870|김상식피자 중랑구점|010-3478-3074|인천시|중랑구|도곡 2동|대기|null
중식|685353785jd|명가손중식 성동구점|010-8669-6140|대전시|성동구|일원 본동|대기|null
피자|278370901u|임실피자 강북구점|010-5093-4231|대전시|강북구|개포 4동|대기|null
치킨|66496585915|BHC치킨 종로구점|010-3363-9870|울산시|종로구|삼성 1동|거절|null
중식|994547889397|아재중식 마포구점|010-1046-7542|서울시|마포구|개포 4동|대기|null
일식|46381561dln|야미가일식 은평구점|010-6262-9318|대구시|은평구|도곡 1동|대기|null
한식|171719324152|영칼로리한식 성동구점|010-3517-1609|대구시|성동구|개포 2동|거절|null
피자|5768910449bv|올리브피자 금천구점|010-2543-7154|부산시|금천구|도곡 1동|대기|null
중식|239532751z|백두산중식 서초구점|010-0162-7909|부산시|서초구|역삼 1동|대기|null
치킨|00119528ote|교촌치킨 동작구점|010-1509-1820|부산시|동작구|대치 1동|거절|null
한식|16284405mkl|지수네한식 노원구점|010-6592-2738|부산시|노원구|논현 2동|대기|null
치킨|06032956788o|BBQ치킨 양천구점|010-9318-7551|대구시|양천구|역삼 1동|대기|null
중식|35637220lic|명가손중식 송파구점|010-5352-7577|대전시|송파구|도곡 1동|대기|null
일식|198074364926|사월의일식 금천구점|010-5256-5460|대전시|금천구|개포 2동|거절|null
치킨|319752129860|또봉이치킨 동대문구점|010-3819-4364|대구시|동대문구|일원 1동|대기|null
일식|09605294024c|코바코일식 동작구점|010-1966-0463|부산시|동작구|논현 1동|대기|null
일식|46961487hsg|야미가일식 강동구점|010-6965-1100|대구시|강동구|삼성 1동|대기|null
일식|19496480430|호니도니일식 광진구점|010-2431-9332|인천시|광진구|대치 1동|대기|null
치킨|2893989826|BBQ치킨 서대문구점|010-1365-0489|인천시|서대문구|대치 3동|대기|null
한식|5294840916|항아리한식 성동구점|010-8771-0330|울산시|성동구|일원 본동|대기|null
치킨|283869573b|호식이치킨 구로구점|010-2211-9395|울산시|구로구|삼성 1동|거절|null
한식|76649175mx|별난한식 송파구점|010-4644-9720|서울시|송파구|도곡 2동|대기|null
중식|298438069o|산동중식 송파구점|010-6439-5060|부산시|송파구|삼성 1동|거절|null
치킨|711380488vmi|호식이치킨 마포구점|010-9046-1269|대구시|마포구|도곡 1동|거절|null
일식|39701099525|야미가일식 강남구점|010-4557-9120|대전시|강남구|도곡 2동|대기|null
한식|963996741882|양평한식 용산구점|010-4536-7453|광주시|용산구|일원 본동|대기|null
치킨|655671532kpj|BBQ치킨 금천구점|010-1625-9380|울산시|금천구|대치 1동|대기|null
한식|69881654877i|별난한식 송파구점|010-7229-4687|대구시|송파구|개포 4동|거절|null
피자|83298488487|김상식피자 강서구점|010-7952-0588|부산시|강서구|청담동|거절|null
피자|465345768jqj|남자피자 성동구점|010-8618-4150|울산시|성동구|일원 2동|대기|null
일식|0013557703bt|카츠젠일식 송파구점|010-5757-4937|서울시|송파구|삼성 2동|거절|null
중식|2646794287ll|효동각중식 관악구점|010-0479-5127|대전시|관악구|개포 4동|거절|null
중식|09545390780|아재중식 중구점|010-5261-6906|인천시|중구|도곡 1동|거절|null
중식|250202107puu|왕짜장중식 관악구점|010-0686-8658|인천시|관악구|도곡 1동|대기|null
일식|617088042la|카츠젠일식 관악구점|010-1291-4484|대구시|관악구|대치 1동|대기|null
피자|0029970914k|파파존스피자 성북구점|010-5929-8319|인천시|성북구|논현 2동|대기|null
한식|85069701515|별난한식 중랑구점|010-1283-2900|인천시|중랑구|논현 2동|대기|null
중식|63135192wx|아재중식 동대문구점|010-3358-1834|광주시|동대문구|일원 2동|거절|null
일식|02144715egxo|감동일식 노원구점|010-1703-0588|서울시|노원구|개포 1동|거절|null
중식|433056914aw|만다린중식 도봉구점|010-7849-9569|울산시|도봉구|도곡 2동|대기|null
한식|14194697565j|영칼로리한식 중랑구점|010-8637-8455|대구시|중랑구|개포 2동|대기|null
치킨|09911100449|또봉이치킨 종로구점|010-4581-4182|부산시|종로구|논현 2동|거절|null
한식|240674401369|전주한식 동작구점|010-8307-2787|서울시|동작구|개포 1동|거절|null
중식|4207157939vo|산동중식 노원구점|010-0637-5144|인천시|노원구|개포 2동|거절|null
일식|423552692134|야스시일식 강남구점|010-6181-2069|광주시|강남구|도곡 2동|거절|null
중식|9986562630u|명가손중식 노원구점|010-4112-7656|인천시|노원구|역삼 2동|거절|null
피자|6437684947|임실피자 금천구점|010-9991-4678|부산시|금천구|대치 1동|거절|null
한식|30147691107d|영칼로리한식 용산구점|010-1617-5045|광주시|용산구|일원 2동|대기|null
치킨|7798845498wj|BHC치킨 강북구점|010-6265-5681|대전시|강북구|대치 1동|대기|null
일식|71214623482|더미스일식 양천구점|010-6117-2936|울산시|양천구|일원 1동|대기|null
한식|882604286311|행운한식 중랑구점|010-6014-3513|서울시|중랑구|일원 1동|대기|null
피자|91217703217|올리브피자 관악구점|010-5358-6962|대구시|관악구|청담동|대기|null
피자|087733583798|남자피자 강동구점|010-7105-3000|광주시|강동구|도곡 2동|거절|null
중식|51674311019h|만다린중식 도봉구점|010-6980-6779|서울시|도봉구|일원 2동|거절|null
한식|258410609337|별난한식 마포구점|010-4964-7930|인천시|마포구|도곡 1동|거절|null
중식|81243027555|용문각중식 은평구점|010-8432-8277|광주시|은평구|일원 2동|대기|null
한식|9463889419o|지수네한식 금천구점|010-7379-4594|대구시|금천구|도곡 2동|대기|null
치킨|74085467kncm|교촌치킨 노원구점|010-7479-7532|울산시|노원구|역삼 2동|거절|null
피자|16434645952|도미노피자 영등포구점|010-6305-4007|부산시|영등포구|대치 3동|대기|null
피자|43103463rak|붐바타피자 성북구점|010-1017-5249|광주시|성북구|개포 2동|대기|null
피자|997563820vn|김상식피자 중랑구점|010-7475-6975|서울시|중랑구|논현 1동|거절|null
치킨|80626964wv|BBQ치킨 동작구점|010-2037-5320|울산시|동작구|삼성 1동|거절|null
피자|71274208148a|김상식피자 성동구점|010-3348-5198|대구시|성동구|대치 3동|대기|null
치킨|628457099741|BHC치킨 중구점|010-3479-9443|서울시|중구|개포 1동|대기|null
치킨|80629939430|듀오치킨 송파구점|010-6851-4794|울산시|송파구|삼성 1동|거절|null
피자|0191511347|영구스피자 송파구점|010-5661-9135|서울시|송파구|역삼 1동|거절|null
피자|677380762959|영구스피자 양천구점|010-1863-6239|부산시|양천구|대치 2동|대기|null
피자|965300541824|올리브피자 종로구점|010-9916-9005|대전시|종로구|대치 3동|대기|null
일식|74432527929|야미가일식 강동구점|010-2676-2640|서울시|강동구|개포 2동|대기|null
중식|27311548sgha|유성중식 관악구점|010-4565-9133|울산시|관악구|삼성 2동|대기|null
일식|036644593100|사월의일식 노원구점|010-6902-3129|서울시|노원구|도곡 2동|대기|null
중식|634803317xj|유성중식 송파구점|010-1492-4246|서울시|송파구|도곡 2동|거절|null
일식|841434305kik|석촌일식 강남구점|010-4230-4813|서울시|강남구|삼성 1동|대기|null
한식|313674073uaw|하늘한식 강동구점|010-6661-7717|대전시|강동구|도곡 1동|대기|null
피자|05958078zhwo|영구스피자 양천구점|010-7833-1415|인천시|양천구|일원 본동|거절|null
치킨|29390670udaq|굽네치킨 중구점|010-6840-9417|광주시|중구|일원 1동|대기|null
치킨|41002839524|교촌치킨 송파구점|010-7247-7072|부산시|송파구|일원 1동|대기|null
한식|5576586812w|하늘한식 양천구점|010-1807-5186|대전시|양천구|삼성 2동|대기|null
피자|635662927751|파파존스피자 노원구점|010-3442-6355|광주시|노원구|청담동|대기|null
한식|120952236357|지수네한식 강남구점|010-7982-9808|인천시|강남구|논현 1동|거절|null
중식|36055850982|산동중식 관악구점|010-4543-3926|대구시|관악구|도곡 1동|거절|null
치킨|3982019242y|BBQ치킨 종로구점|010-3824-6799|대구시|종로구|개포 4동|대기|null
